Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Order_Date,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),distance,order_making(min),delivery_time(min)
27.161694,78.034714,27.301694,78.174714,22:20:00,22:25:00,18-02-2022,Sandstorms,Low,Snack,motorcycle,1,Metropolitian,18,20.807435635384195,5,13
26.902328,75.794257,26.962328,75.854257,21:35:00,21:50:00,24-03-2022,Fog,Jam,Drinks,motorcycle,1,Urban,33,8.927810449785229,15,18
17.430448,78.418213,17.540448,78.528213,17:35:00,17:40:00,02-04-2022,Stormy,Medium,Buffet,motorcycle,0,Metropolitian,33,16.87307303517571,5,28
23.374878,85.335739,23.394878,85.355739,10:20:00,10:30:00,05-03-2022,Fog,Low,Buffet,motorcycle,1,Metropolitian,15,3.0143866935142984,10,5
12.325461,76.632278,12.415461,76.722278,18:40:00,18:55:00,08-03-2022,Sandstorms,Medium,Snack,motorcycle,0,Metropolitian,47,13.961570821957572,15,32
22.311358,73.164798,22.331358,73.184798,11:15:00,11:20:00,13-03-2022,Fog,High,Drinks,scooter,1,Metropolitian,25,3.025022500187704,5,20
30.893081,75.821495,30.983081,75.911495,23:25:00,23:35:00,16-02-2022,Windy,Low,Drinks,motorcycle,1,Urban,29,13.173443058595064,10,19
9.960846,76.293936,10.000846,76.333936,14:35:00,14:45:00,17-02-2022,Sandstorms,High,Meal,scooter,1,Metropolitian,19,6.229766725272993,10,9
19.876994,75.372353,19.926994,75.422353,21:35:00,21:40:00,17-02-2022,Fog,Jam,Snack,scooter,1,Urban,32,7.619007174146168,5,27
23.359407,85.325055,23.419407,85.385055,20:40:00,20:55:00,26-03-2022,Sandstorms,Jam,Drinks,motorcycle,1,Metropolitian,33,9.043021202894034,15,18
12.933284,77.615428,13.013284,77.695428,17:40:00,17:50:00,04-03-2022,Windy,Medium,Drinks,scooter,0,Urban,16,12.396259969898948,10,6
18.569156,73.774723,18.579156,73.784723,08:25:00,08:40:00,01-03-2022,Sunny,Low,Drinks,motorcycle,0,Urban,20,1.5295061121281768,15,5
22.311358,73.164798,22.441358,73.294798,23:25:00,23:35:00,02-03-2022,Cloudy,Low,Snack,motorcycle,0,Metropolitian,21,19.659135828969667,10,11
21.175975,72.795503,21.205975,72.825503,21:00:00,21:05:00,15-03-2022,Windy,Jam,Buffet,motorcycle,1,Metropolitian,31,4.553783927401381,5,26
23.333017,85.3172,23.423017,85.4072,22:55:00,23:00:00,04-04-2022,Fog,Low,Buffet,motorcycle,1,Metropolitian,38,13.565053945838056,5,33
26.913726,75.75282,27.043726,75.88282,18:10:00,18:20:00,16-03-2022,Sandstorms,Medium,Buffet,motorcycle,1,Metropolitian,39,19.34012826858708,10,29
18.563934,73.915367,18.623935,73.975367,19:00:00,19:05:00,15-03-2022,Sandstorms,Medium,Drinks,motorcycle,1,Metropolitian,24,9.176622359416683,5,19
26.474133,80.3481,26.614133,80.4881,22:40:00,22:55:00,18-02-2022,Windy,Low,Snack,scooter,1,Metropolitian,28,20.86251259445476,15,13
11.022298,76.998349,11.152298,77.128349,21:35:00,21:40:00,04-03-2022,Windy,Jam,Buffet,motorcycle,1,Metropolitian,48,20.211745361504864,5,43
23.371292,85.327872,23.481292,85.437872,17:25:00,17:30:00,04-04-2022,Sandstorms,Medium,Meal,scooter,1,Metropolitian,17,16.57679995371387,5,12
12.935662,77.61413,13.025662,77.70413,22:40:00,22:50:00,14-03-2022,Windy,Low,Snack,electric_scooter,1,Metropolitian,25,13.945594722562358,10,15
17.431668,78.408321,17.491668,78.468321,21:00:00,21:10:00,05-03-2022,Fog,Jam,Buffet,motorcycle,1,Metropolitian,26,9.204056600372631,10,16
23.359033,85.325347,23.419033,85.385347,17:30:00,17:40:00,09-03-2022,Sunny,Medium,Snack,motorcycle,1,Urban,11,9.043032648409891,10,1
22.753659,75.903365,22.763659,75.913365,09:15:00,09:30:00,24-03-2022,Sunny,Low,Meal,electric_scooter,1,Metropolitian,17,1.510350339696533,15,2
22.308096,73.167753,22.358096,73.217753,17:55:00,18:00:00,24-03-2022,Stormy,Medium,Meal,scooter,1,Metropolitian,34,7.562268445733439,5,29
22.308096,73.167753,22.418096,73.277753,22:35:00,22:45:00,12-03-2022,Fog,Low,Drinks,scooter,1,Metropolitian,27,16.635370337610752,10,17
17.410371,78.437225,17.450371,78.477225,15:15:00,15:25:00,05-03-2022,Sunny,Medium,Buffet,scooter,1,Metropolitian,18,6.136529842400657,10,8
11.022477,76.995667,11.072477,77.045667,20:10:00,20:20:00,13-03-2022,Fog,Jam,Meal,electric_scooter,1,Urban,39,7.774257206554072,10,29
12.979166,77.640709,12.989166,77.650709,10:25:00,10:30:00,24-03-2022,Sandstorms,Low,Drinks,electric_scooter,0,Urban,23,1.5495001864109084,5,18
11.022169,76.999594,11.032169,77.009594,08:45:00,09:00:00,15-03-2022,Stormy,Low,Drinks,motorcycle,1,Urban,28,1.554903165752079,15,13
12.972161,77.596014,13.062161,77.686014,21:15:00,21:30:00,02-03-2022,Stormy,Jam,Buffet,motorcycle,1,Urban,17,13.944615768514558,15,2
17.426228,78.407495,17.536228,78.517495,19:45:00,20:00:00,18-03-2022,Windy,Jam,Buffet,motorcycle,2,Metropolitian,35,16.87325583164314,15,20
18.536562,73.896485,18.576562,73.936485,16:15:00,16:25:00,01-03-2022,Cloudy,Medium,Snack,motorcycle,1,Metropolitian,18,6.11831714678967,10,8
13.054347,80.257221,13.104347,80.307221,20:10:00,20:15:00,24-03-2022,Windy,Jam,Drinks,scooter,1,Urban,29,7.746079097377241,5,24
12.906229,77.596791,12.986229,77.676791,21:55:00,22:10:00,18-03-2022,Windy,Jam,Buffet,electric_scooter,0,Metropolitian,25,12.396903135321155,15,10
15.498603,73.826911,15.578603,73.906911,20:20:00,20:30:00,18-02-2022,Sunny,Jam,Drinks,motorcycle,1,Metropolitian,22,12.329493991052082,10,12
12.337978,76.616792,12.397978,76.676792,18:50:00,18:55:00,09-03-2022,Fog,Medium,Drinks,scooter,0,Metropolitian,19,9.307756519895385,5,14
30.362686,78.06889,30.382686,78.08889,08:25:00,08:40:00,15-02-2022,Sunny,Low,Buffet,scooter,0,Urban,22,2.934582113093747,15,7
22.577821,88.400581,22.617821,88.440581,14:50:00,15:05:00,11-02-2022,Stormy,High,Meal,motorcycle,1,Urban,22,6.044597181040499,15,7
23.357804,85.325146,23.437804,85.405146,21:50:00,22:05:00,02-04-2022,Sunny,Jam,Snack,motorcycle,0,Metropolitian,22,12.057018583052516,15,7
26.902328,75.794257,27.032328,75.924257,23:15:00,23:30:00,29-03-2022,Sunny,Low,Meal,motorcycle,0,Metropolitian,23,19.34097823426293,15,8
19.875337,75.316722,19.895337,75.336722,11:25:00,11:40:00,15-02-2022,Windy,High,Buffet,electric_scooter,0,Urban,27,3.0477504322762536,15,12
21.170798,72.790489,21.190798,72.810489,08:55:00,09:10:00,17-03-2022,Cloudy,Low,Snack,scooter,0,Metropolitian,13,3.035951262375807,15,0
11.02091,76.940432,11.09091,77.010432,21:45:00,21:55:00,16-03-2022,Windy,Jam,Buffet,motorcycle,1,Metropolitian,17,10.883809439830864,10,7
13.049645,80.242268,13.179645,80.372268,19:45:00,19:55:00,31-03-2022,Sandstorms,Jam,Buffet,scooter,1,Urban,43,20.138426124804933,10,33
26.846156,75.8023,26.856156,75.8123,08:45:00,08:55:00,03-03-2022,Sunny,Low,Snack,motorcycle,1,Metropolitian,20,1.4884329736185136,10,10
26.88842,75.800689,27.01842,75.930689,21:40:00,21:55:00,08-03-2022,Sandstorms,Jam,Drinks,scooter,1,Metropolitian,37,19.342014987765523,15,22
22.722634,75.886959,22.772634,75.936959,19:10:00,19:15:00,24-03-2022,Sunny,Jam,Meal,motorcycle,1,Metropolitian,44,7.552026138180962,5,39
25.450317,81.831681,25.500317,81.881681,22:30:00,22:40:00,17-02-2022,Sunny,Low,Meal,electric_scooter,1,Urban,22,7.480670721654932,10,12
18.546947,73.900626,18.636947,73.990626,21:50:00,22:05:00,08-03-2022,Cloudy,Jam,Meal,scooter,2,Metropolitian,44,13.76488736327854,15,29
13.044694,80.26147,13.154694,80.37147,17:45:00,17:50:00,02-04-2022,Stormy,Medium,Snack,motorcycle,0,Metropolitian,20,17.040701348760326,5,15
26.913987,75.752891,26.983987,75.822891,19:55:00,20:10:00,02-03-2022,Sunny,Jam,Snack,motorcycle,2,Metropolitian,39,10.415110423098904,15,24
21.160437,72.774209,21.240437,72.854209,21:20:00,21:35:00,04-03-2022,Sandstorms,Jam,Drinks,motorcycle,1,Metropolitian,26,12.14306863645734,15,11
21.173493,72.801953,21.283493,72.911953,18:55:00,19:00:00,16-03-2022,Sandstorms,Medium,Meal,scooter,1,Metropolitian,15,16.695271848483706,5,10
26.913483,75.803139,26.983483,75.873139,17:10:00,17:25:00,14-03-2022,Sunny,Medium,Meal,motorcycle,1,Metropolitian,26,10.41513064614557,15,11
19.065838,72.832658,19.095838,72.862658,23:10:00,23:20:00,13-03-2022,Fog,Low,Drinks,motorcycle,1,Metropolitian,20,4.582113704313201,10,10
26.471529,80.313458,26.581529,80.423458,19:50:00,20:00:00,12-02-2022,Fog,Jam,Buffet,motorcycle,1,Metropolitian,48,16.39307191194414,10,38
25.450317,81.831681,25.530317,81.911681,18:35:00,18:45:00,16-02-2022,Sunny,Medium,Meal,scooter,0,Metropolitian,14,11.96841516715887,10,4
17.455894,78.375467,17.545894,78.465467,21:45:00,21:55:00,14-03-2022,Sandstorms,Jam,Snack,scooter,0,Metropolitian,15,13.804694329473278,10,5
12.284747,76.625861,12.304747,76.645861,08:40:00,08:50:00,03-03-2022,Cloudy,Low,Buffet,electric_scooter,1,Metropolitian,18,3.103000539297436,10,8
12.334022,76.618203,12.374022,76.658203,14:45:00,14:55:00,07-03-2022,Windy,High,Drinks,scooter,0,Urban,13,6.205329631071868,10,3
12.323194,76.630583,12.353194,76.660583,19:10:00,19:25:00,28-03-2022,Sunny,Jam,Drinks,motorcycle,3,Metropolitian,54,4.6541319346974905,15,39
10.96185,76.971082,10.97185,76.981082,11:25:00,11:30:00,07-03-2022,Cloudy,High,Meal,motorcycle,1,Metropolitian,26,1.5550561762881945,5,21
26.913987,75.752891,27.003987,75.842891,17:40:00,17:55:00,06-04-2022,Windy,Medium,Meal,scooter,1,Metropolitian,37,13.390339808216725,15,22
26.902908,75.792934,26.992908,75.882934,00:00:00,00:05:00,27-03-2022,Cloudy,Low,Snack,electric_scooter,1,Metropolitian,32,13.39091144683634,5,27
12.325461,76.632278,12.455461,76.762278,17:30:00,17:35:00,16-03-2022,Fog,Medium,Drinks,scooter,1,Urban,26,20.165972659683742,5,21
30.893244,75.821817,31.003244,75.931817,21:40:00,21:50:00,12-02-2022,Cloudy,Jam,Buffet,motorcycle,1,Metropolitian,51,16.10016237810234,10,41
17.426228,78.407495,17.556228,78.537495,18:00:00,18:05:00,02-04-2022,Stormy,Medium,Meal,scooter,0,Metropolitian,17,19.940607730289752,5,12
12.935662,77.61413,12.975662,77.65413,15:50:00,15:55:00,01-03-2022,Sandstorms,Medium,Snack,motorcycle,1,Metropolitian,26,6.1983397369141935,5,21
12.311072,76.654878,12.331072,76.674878,12:00:00,12:15:00,24-03-2022,Sunny,High,Snack,motorcycle,1,Metropolitian,18,3.1028516424561308,15,3
13.081878,80.248519,13.111878,80.278519,22:45:00,22:50:00,13-03-2022,Cloudy,Low,Snack,motorcycle,0,Urban,17,4.64748974971679,5,12
17.451976,78.385883,17.491976,78.425883,13:55:00,14:10:00,01-03-2022,Sunny,High,Buffet,motorcycle,1,Metropolitian,47,6.135875610009266,15,32
18.516216,73.842527,18.606216,73.932527,22:00:00,22:10:00,08-03-2022,Windy,Jam,Meal,motorcycle,0,Metropolitian,31,13.766038615058545,10,21
21.175104,72.804342,21.285104,72.914342,22:35:00,22:50:00,20-03-2022,Fog,Low,Snack,motorcycle,0,Metropolitian,40,16.695188729889093,15,25
18.569156,73.774723,18.679156,73.884723,20:25:00,20:30:00,06-04-2022,Sunny,Jam,Meal,motorcycle,0,Metropolitian,32,16.822273614879723,5,27
22.651847,75.881991,22.721847,75.951991,20:30:00,20:40:00,16-03-2022,Cloudy,Jam,Buffet,motorcycle,1,Metropolitian,45,10.5749532291978,10,35
21.173343,72.792731,21.233343,72.852731,19:45:00,19:55:00,15-03-2022,Windy,Jam,Meal,electric_scooter,1,Metropolitian,26,9.107220024938371,10,16
12.914264,77.6784,13.024264,77.7884,22:00:00,22:10:00,20-03-2022,Cloudy,Jam,Snack,motorcycle,1,Metropolitian,44,17.044988256333504,10,34
18.51421,73.838429,18.59421,73.918429,22:35:00,22:40:00,10-03-2022,Windy,Low,Snack,motorcycle,1,Metropolitian,23,12.236712029946888,5,18
21.157729,72.768726,21.197729,72.808726,15:25:00,15:40:00,03-03-2022,Sandstorms,Medium,Meal,motorcycle,1,Urban,29,6.071959917195017,15,14
23.359033,85.325347,23.379033,85.345347,11:55:00,12:00:00,30-03-2022,Windy,High,Snack,scooter,1,Metropolitian,14,3.014548256136957,5,9
18.543626,73.905101,18.673626,74.035101,17:40:00,17:45:00,06-03-2022,Windy,Medium,Drinks,scooter,0,Urban,18,19.88170999599432,5,13
12.323225,76.630028,12.403225,76.710028,20:30:00,20:45:00,14-03-2022,Cloudy,Jam,Snack,scooter,1,Metropolitian,39,12.410449792093456,15,24
23.39925,85.390464,23.48925,85.480464,18:20:00,18:25:00,25-03-2022,Stormy,Medium,Snack,motorcycle,1,Metropolitian,49,13.562011132719295,5,44
21.170798,72.790489,21.180798,72.800489,08:40:00,08:50:00,05-04-2022,Stormy,Low,Buffet,motorcycle,0,Metropolitian,15,1.517999037855981,10,5
26.471529,80.313458,26.511529,80.353458,13:35:00,13:45:00,11-02-2022,Windy,High,Drinks,electric_scooter,1,Metropolitian,15,5.9619097723351295,10,5
21.185047,72.80859,21.215047,72.83859,21:55:00,22:00:00,26-03-2022,Windy,Jam,Drinks,scooter,1,Urban,22,4.553656452165022,5,17
13.026279,80.174568,13.106279,80.254568,21:35:00,21:45:00,25-03-2022,Windy,Jam,Meal,motorcycle,2,Metropolitian,43,12.394039449560903,10,33
22.307898,73.167788,22.367898,73.227788,21:35:00,21:45:00,03-03-2022,Windy,Jam,Meal,electric_scooter,0,Metropolitian,12,9.074580779980996,10,2
22.31279,73.170283,22.36279,73.220283,18:10:00,18:20:00,30-03-2022,Fog,Medium,Drinks,scooter,0,Metropolitian,15,7.562153377641838,10,5
26.88842,75.800689,26.92842,75.840689,15:15:00,15:20:00,01-03-2022,Sandstorms,Medium,Buffet,scooter,1,Metropolitian,23,5.952421484014082,5,18
12.3085,76.665808,12.3585,76.715808,21:35:00,21:45:00,03-03-2022,Sandstorms,Jam,Meal,motorcycle,0,Urban,21,7.756952986806898,10,11
22.308096,73.167753,22.418096,73.277753,21:30:00,21:45:00,02-03-2022,Stormy,Jam,Snack,scooter,0,Metropolitian,23,16.635370337610752,15,8
12.934179,77.615797,13.044179,77.725797,17:35:00,17:40:00,14-03-2022,Windy,Medium,Drinks,motorcycle,1,Metropolitian,24,17.04433635466002,5,19
21.170798,72.790489,21.300798,72.920489,20:10:00,20:20:00,25-03-2022,Fog,Jam,Snack,motorcycle,3,Urban,46,19.73032946503108,10,36
22.310329,73.169083,22.340329,73.199083,23:35:00,23:40:00,05-04-2022,Sunny,Low,Buffet,motorcycle,1,Metropolitian,26,4.537475349126886,5,21
23.374989,85.335486,23.454989,85.415486,21:55:00,22:00:00,04-04-2022,Windy,Jam,Drinks,motorcycle,1,Urban,39,12.05631692879874,5,34
22.725835,75.887648,22.755835,75.917648,21:00:00,21:05:00,24-03-2022,Sunny,Jam,Buffet,scooter,0,Metropolitian,24,4.531317330937983,5,19
26.471617,80.313564,26.581617,80.423564,23:30:00,23:35:00,16-02-2022,Sandstorms,Low,Buffet,scooter,1,Urban,10,16.393066432727213,5,5
23.354422,85.3329,23.414422,85.3929,21:00:00,21:15:00,05-04-2022,Fog,Jam,Drinks,motorcycle,0,Metropolitian,33,9.043173745968144,15,18
26.892312,75.806896,26.922313,75.836896,23:30:00,23:35:00,19-03-2022,Sandstorms,Low,Snack,scooter,0,Metropolitian,21,4.464417671579878,5,16
30.362686,78.06889,30.472686,78.17889,18:15:00,18:30:00,18-02-2022,Cloudy,Medium,Buffet,motorcycle,1,Urban,44,16.137088665401755,15,29
12.323194,76.630583,12.403194,76.710583,23:45:00,23:55:00,02-04-2022,Cloudy,Low,Buffet,scooter,0,Metropolitian,23,12.410450496478733,10,13
12.3085,76.665808,12.3485,76.705808,16:45:00,17:00:00,21-03-2022,Sunny,Medium,Snack,scooter,1,Urban,14,6.205619093031621,15,0
22.745536,75.893106,22.805536,75.953106,18:25:00,18:30:00,07-03-2022,Stormy,Medium,Meal,scooter,1,Metropolitian,24,9.061597007035507,5,19
12.299524,76.64262,12.339524,76.68262,16:30:00,16:45:00,01-03-2022,Sandstorms,Medium,Meal,scooter,1,Metropolitian,29,6.205720759051468,15,14
10.994136,76.963303,11.064136,77.033303,20:20:00,20:30:00,04-03-2022,Sunny,Jam,Buffet,motorcycle,1,Metropolitian,33,10.884286768026842,10,23
21.185047,72.80859,21.205047,72.82859,10:40:00,10:45:00,21-03-2022,Stormy,Low,Snack,motorcycle,1,Metropolitian,27,3.035817824489086,5,22
11.022169,76.999594,11.132169,77.109594,22:15:00,22:20:00,06-04-2022,Cloudy,Low,Buffet,motorcycle,1,Metropolitian,30,17.10253141310344,5,25
26.88842,75.800689,26.91842,75.830689,22:35:00,22:45:00,17-03-2022,Cloudy,Low,Drinks,scooter,1,Metropolitian,18,4.46440202134633,10,8
19.121999,72.908493,19.141999,72.928493,08:15:00,08:20:00,01-04-2022,Fog,Low,Snack,motorcycle,1,Metropolitian,27,3.054305578415364,5,22
21.173493,72.801953,21.183493,72.811953,11:15:00,11:30:00,05-04-2022,Fog,High,Buffet,motorcycle,1,Metropolitian,33,1.5179864245408072,15,18
19.178321,72.834715,19.228321,72.884715,20:25:00,20:30:00,21-03-2022,Sunny,Jam,Drinks,motorcycle,1,Metropolitian,22,7.634236711867245,5,17
13.02978,80.208812,13.11978,80.298812,22:55:00,23:05:00,14-03-2022,Windy,Low,Buffet,scooter,1,Metropolitian,16,13.943064995438718,10,6
23.371292,85.327872,23.461292,85.417872,20:25:00,20:30:00,06-04-2022,Stormy,Jam,Meal,scooter,0,Urban,30,13.563296444846625,5,25
9.991703,76.293136,10.031703,76.333136,16:00:00,16:05:00,15-02-2022,Fog,Medium,Meal,scooter,1,Urban,15,6.229481359741909,5,10
17.431668,78.408321,17.511668,78.488321,23:20:00,23:35:00,29-03-2022,Stormy,Low,Snack,scooter,0,Metropolitian,27,12.271760427740944,15,12
21.157735,72.768778,21.207735,72.818778,17:55:00,18:00:00,17-03-2022,Sandstorms,Medium,Snack,scooter,0,Urban,33,7.589832671093596,5,28
26.892312,75.806896,26.982312,75.896896,20:45:00,20:55:00,12-03-2022,Stormy,Jam,Drinks,motorcycle,1,Urban,37,13.39145798956828,10,27
12.939496,77.625999,12.949496,77.635999,10:30:00,10:45:00,17-03-2022,Fog,Low,Buffet,motorcycle,1,Metropolitian,27,1.5496181081271545,15,12
26.913483,75.803139,26.973483,75.863139,21:20:00,21:30:00,30-03-2022,Sandstorms,Jam,Meal,motorcycle,0,Metropolitian,47,8.927426919167656,10,37
19.22384,72.841347,19.27384,72.891347,20:15:00,20:30:00,24-03-2022,Fog,Jam,Buffet,electric_scooter,1,Metropolitian,26,7.6332594124464945,15,11
22.552672,88.352885,22.572672,88.372885,08:35:00,08:40:00,13-02-2022,Windy,Low,Buffet,scooter,1,Metropolitian,16,3.022646538476476,5,11
30.359722,78.067079,30.499722,78.207079,23:20:00,23:35:00,12-02-2022,Sandstorms,Low,Drinks,motorcycle,1,Metropolitian,17,20.53705131974552,15,2
26.911927,75.797282,26.961927,75.847282,18:25:00,18:40:00,01-04-2022,Sandstorms,Medium,Drinks,motorcycle,1,Metropolitian,21,7.4397103762865475,15,6
26.849596,75.800512,26.959596,75.910512,22:55:00,23:00:00,31-03-2022,Windy,Low,Snack,scooter,1,Metropolitian,29,16.3693979915309,5,24
19.207222,72.972281,19.277222,73.042281,19:30:00,19:45:00,18-03-2022,Fog,Jam,Buffet,motorcycle,2,Metropolitian,42,10.68676205978676,15,27
26.910262,75.783013,26.930262,75.803013,11:20:00,11:30:00,03-03-2022,Stormy,High,Meal,motorcycle,0,Metropolitian,35,2.9760751590737056,10,25
10.994136,76.963303,11.034136,77.003303,14:40:00,14:55:00,03-03-2022,Fog,High,Buffet,motorcycle,0,Urban,25,6.219745115417305,15,10
21.173493,72.801953,21.213493,72.841953,15:25:00,15:30:00,11-03-2022,Stormy,Medium,Drinks,electric_scooter,1,Metropolitian,28,6.071664694616246,5,23
26.913987,75.752891,26.993987,75.832891,19:50:00,19:55:00,08-03-2022,Fog,Jam,Snack,motorcycle,1,Metropolitian,48,11.902753837483976,5,43
12.979096,77.640625,13.089096,77.750625,20:55:00,21:00:00,23-03-2022,Fog,Jam,Meal,motorcycle,2,Metropolitian,36,17.042862519365674,5,31
30.342509,78.061187,30.422509,78.141187,22:45:00,22:55:00,12-02-2022,Sandstorms,Low,Drinks,scooter,1,Urban,15,11.737833961110448,10,5
11.008638,76.984311,11.138638,77.114311,19:25:00,19:30:00,14-03-2022,Fog,Jam,Snack,motorcycle,0,Metropolitian,39,20.21219913984376,5,34
17.411028,78.329645,17.541028,78.459645,18:45:00,18:55:00,08-03-2022,Fog,Medium,Meal,motorcycle,1,Metropolitian,37,19.94138586788592,10,27
21.183434,72.814492,21.313434,72.944492,23:35:00,23:40:00,16-03-2022,Cloudy,Low,Buffet,scooter,0,Metropolitian,37,19.72955857320852,5,32
11.025083,77.015393,11.135083,77.125393,20:10:00,20:15:00,20-03-2022,Cloudy,Jam,Drinks,scooter,0,Metropolitian,38,17.10244951726794,5,33
12.934365,77.616155,13.044365,77.726155,17:20:00,17:30:00,08-03-2022,Sandstorms,Medium,Buffet,scooter,1,Metropolitian,29,17.04433026158702,10,19
22.53796,88.349843,22.64796,88.459843,19:20:00,19:35:00,12-02-2022,Windy,Jam,Drinks,scooter,1,Metropolitian,28,16.622905344727307,15,13
12.316967,76.603067,12.446967,76.733067,20:30:00,20:35:00,25-03-2022,Cloudy,Jam,Buffet,motorcycle,1,Metropolitian,50,20.166286848244525,5,45
12.3085,76.665808,12.3685,76.725808,22:20:00,22:25:00,05-04-2022,Windy,Low,Drinks,motorcycle,0,Urban,12,9.30825848212404,5,7
11.001753,76.986241,11.021753,77.006241,08:30:00,08:40:00,17-03-2022,Cloudy,Low,Snack,scooter,0,Metropolitian,15,3.1098846908757523,10,5
13.086438,80.220672,13.166438,80.300672,18:50:00,19:05:00,29-03-2022,Stormy,Medium,Drinks,motorcycle,1,Metropolitian,24,12.392594903406293,15,9
17.483216,78.552111,17.513216,78.582111,21:20:00,21:30:00,26-03-2022,Cloudy,Jam,Drinks,scooter,0,Metropolitian,27,4.601596715849004,10,17
11.003008,76.97544,11.023008,76.99544,10:00:00,10:10:00,01-04-2022,Fog,Low,Buffet,motorcycle,1,Metropolitian,23,3.1098783151608616,10,13
22.744648,75.894377,22.824648,75.974377,18:25:00,18:40:00,10-03-2022,Cloudy,Medium,Meal,motorcycle,0,Urban,42,12.081765497939642,15,27
12.949934,77.699386,12.969934,77.719386,10:40:00,10:50:00,26-03-2022,Stormy,Low,Drinks,motorcycle,0,Metropolitian,21,3.099144510515509,10,11
27.16185,78.040165,27.24185,78.120165,18:55:00,19:10:00,14-02-2022,Sandstorms,Medium,Drinks,motorcycle,0,Metropolitian,47,11.891344319799,15,32
13.029198,77.570997,13.059198,77.600997,23:20:00,23:35:00,05-04-2022,Fog,Low,Snack,motorcycle,1,Metropolitian,18,4.647963215024367,15,3
19.055831,72.833984,19.115831,72.893984,20:35:00,20:50:00,19-03-2022,Stormy,Jam,Meal,motorcycle,1,Metropolitian,31,9.164099415262326,15,16
18.994049,72.825203,19.084049,72.915203,21:15:00,21:25:00,02-04-2022,Sandstorms,Jam,Meal,scooter,2,Urban,39,13.747942635381357,10,29
18.536718,73.830327,18.606718,73.900327,19:45:00,20:00:00,04-03-2022,Sandstorms,Jam,Drinks,motorcycle,0,Metropolitian,39,10.706613368220644,15,24
18.592718,73.773572,18.722718,73.903572,23:50:00,00:05:00,12-03-2022,Fog,Low,Snack,scooter,1,Urban,36,19.8790461708444,15,21
19.876219,75.346017,19.926219,75.396017,17:45:00,17:50:00,11-02-2022,Sandstorms,Medium,Buffet,scooter,1,Metropolitian,29,7.619024337745752,5,24
19.1813,72.836191,19.2313,72.886191,18:55:00,19:05:00,15-03-2022,Sandstorms,Medium,Snack,motorcycle,0,Metropolitian,23,7.634172816143166,10,13
23.357804,85.325146,23.467804,85.435146,23:20:00,23:35:00,31-03-2022,Sandstorms,Low,Buffet,electric_scooter,0,Urban,22,16.577557538844168,15,7
21.15276,72.778059,21.23276,72.858059,20:30:00,20:40:00,08-03-2022,Sandstorms,Jam,Drinks,motorcycle,1,Metropolitian,30,12.143356311935612,10,20
12.934365,77.616155,12.954365,77.636155,11:20:00,11:30:00,01-04-2022,Sandstorms,High,Drinks,electric_scooter,1,Metropolitian,13,3.09923698706867,10,3
19.121999,72.908493,19.181999,72.968493,22:45:00,22:50:00,19-03-2022,Stormy,Low,Snack,motorcycle,1,Metropolitian,24,9.162403230196174,5,19
23.374989,85.335486,23.404989,85.365486,20:55:00,21:10:00,07-03-2022,Sunny,Jam,Buffet,motorcycle,0,Semi-Urban,53,4.521501817012801,15,38
12.913041,77.683237,12.953041,77.723237,14:00:00,14:10:00,28-03-2022,Stormy,High,Drinks,motorcycle,1,Metropolitian,17,6.198608309962828,10,7
12.906229,77.596791,13.016229,77.706791,17:55:00,18:10:00,23-03-2022,Windy,Medium,Drinks,electric_scooter,0,Metropolitian,38,17.045251004667662,15,23
17.451976,78.385883,17.481976,78.415883,18:25:00,18:40:00,13-03-2022,Sunny,Medium,Drinks,motorcycle,0,Metropolitian,18,4.601965759352708,15,3
26.474986,80.342796,26.554986,80.422796,19:30:00,19:45:00,14-02-2022,Sandstorms,Jam,Drinks,motorcycle,1,Metropolitian,30,11.922757469496618,15,15
23.357804,85.325146,23.397804,85.365146,16:10:00,16:20:00,13-03-2022,Windy,Medium,Meal,motorcycle,1,Metropolitian,27,6.028917597515816,10,17
18.546947,73.900626,18.556947,73.910626,08:50:00,09:00:00,30-03-2022,Stormy,Low,Drinks,scooter,0,Metropolitian,25,1.5295984951608714,10,15
11.000762,76.981876,11.130762,77.111876,23:45:00,23:50:00,10-03-2022,Sunny,Low,Drinks,scooter,1,Metropolitian,43,20.212460530271784,5,38
10.994136,76.963303,11.004136,76.973303,08:35:00,08:45:00,19-03-2022,Stormy,Low,Snack,scooter,1,Metropolitian,26,1.5549743779299985,10,16
22.761226,75.887522,22.841226,75.967522,23:55:00,00:00:00,20-03-2022,Sunny,Low,Drinks,scooter,0,Urban,16,12.081103812841386,5,11
30.893081,75.821495,31.033081,75.961495,17:25:00,17:30:00,16-02-2022,Windy,Medium,Drinks,scooter,1,Urban,34,20.48979112665865,5,29
13.058616,80.264151,13.168616,80.374151,17:55:00,18:00:00,10-03-2022,Stormy,Medium,Meal,scooter,1,Metropolitian,20,17.040241344664327,5,15
12.311072,76.654878,12.341072,76.684878,22:15:00,22:20:00,26-03-2022,Stormy,Low,Snack,motorcycle,1,Metropolitian,14,4.654234974134329,5,9
12.297954,76.665169,12.377954,76.745169,20:15:00,20:20:00,06-03-2022,Sunny,Jam,Buffet,motorcycle,1,Urban,28,12.411023439149888,5,23
